post_id,brand,platform,post_date,crosspost,caption,views,reach,interactions,likes,comments,shares,saves,followers_gain,watch_total,watch_avg
META_JNK_FB_2026-08-10_41,Jacknkings,Facebook,2026/8/10,Y,"C'est pas juste de la glace, c'est de l'art (et c'est incroyablement bon). ✨ Petite pause rafraîchissante avec ces merveilles fruitées de Jack & King's. Lequel vous donne le plus envie ? La pêche, le citron ou le faux poulet frit ? 🍑🍋🍗#jackandkings #icecreamlovers #yummy #cuisinechinoise #glace",365,136,7,4,0,0,0,0,455,3
META_JNK_FB_2026-07-27_42,Jacknkings,Facebook,2026/7/27,Y,Les bons jours : une glace. 🍦 Les mauvais jours : une glace. 🍦 Tous les jours : une glace. 🍦 La glace ne résout peut-être pas tous les problèmes… mais elle aide beaucoup. 😂 #glace #icecream #foodlover #gourmandise #desert,7940,2,204,146,1,12,39,31,19,5
META_JNK_FB_2026-07-27_43,Jacknkings,Facebook,2026/7/27,N,Je crois que je souffre de boulimie… ou juste d'un très grand amour pour la nourriture. 😂 #foodlover #boulimie #nourriture #jackandkings #glace,5,2,0,0,0,0,0,0,20,5
META_JNK_FB_2026-07-19_44,Jacknkings,Facebook,2026/7/19,Y,"Nuit de légende. 🇦🇷🇪🇸 Un trophée, deux nations, une histoire qui s'écrit ce soir. ⚽🏆 #FinaleCoupeDuMonde #CoupeDuMonde2026 #Messi",6779,1190,293,271,0,1,12,56,5567,5
META_JNK_FB_2026-07-13_45,Jacknkings,Facebook,2026/7/13,N,Votre reel,289,243,2,2,0,0,0,0,1018,4
META_JNK_FB_2026-07-02_46,Jacknkings,Facebook,2026/7/2,Y,"Le Congo démarre fort ! 🔥 Après seulement 5 minutes, le Congo ouvre le score et mène 1-0 face à l'Angleterre. Qui aurait imaginé que l'Angleterre serait bousculée aussi vite pour son premier match à élimination directe ? En phase à élimination directe, il n'y a vraiment plus de petite équipe. Un seul but peut tout changer. L'Angleterre est en danger ! ⚽ #Angleterre #Congo #ÉliminationDirecte #FootballLive #CoupeDuMonde Surprise Atlanta JackDragonWorldCupTour",941,11,8,6,0,0,0,0,143,13
META_JNK_FB_2026-07-01_47,Jacknkings,Facebook,2026/7/1,Y,"Premier match à élimination directe pour l'Angleterre : les supporters étaient complètement fous ! Les supporters anglais ne sont pas venus simplement regarder le match, ils sont venus mettre tout le stade en feu. 🔥 C'est le premier match à élimination directe de l'Angleterre, et aussi un moment clé pour prouver qu'elle fait partie des grands favoris pour le titre. #Angleterre #ÉliminationDirecte #AmbianceFootball #Atlanta #CoupeDuMonde SupportersAnglais JackDragonWorldCupTour",1102,295,24,21,0,0,1,0,1082,4
META_JNK_FB_2026-07-01_48,Jacknkings,Facebook,2026/7/1,Y,Mon patron m'a dit de faire ma promo comme ça...#jackandkings #icecreamlovers #foodlovers #cuisinechinoise #glace,488,230,8,5,0,0,0,0,728,3
META_JNK_FB_2026-06-23_49,Jacknkings,Facebook,2026/6/23,Y,La glace de jack n kings！！！glace en forme de fruit！,509,215,8,5,0,0,0,0,792,4
META_JNK_FB_2026-06-22_50,Jacknkings,Facebook,2026/6/22,Y,"Jack Dragon World Cup Tour Pays-Bas 🇳🇱 vs Suède 🇸🇪 La passion de la Coupe du Monde enflamme Houston ! De Houston à Atlanta, un week-end au cœur de la ferveur et du football. #netherlands🇳🇱 #sweden🇸🇪 #houston #football",419,241,4,2,0,0,1,0,771,3
META_JNK_FB_2026-06-18_51,Jacknkings,Facebook,2026/6/18,Y,"Quel moment incroyable ! Le sport, c'est la vie. ⚽️🙌 #Sport #Incroyable #Ambiance #GameDay",494,272,9,6,1,0,0,0,1111,4
META_JNK_FB_2026-06-15_52,Jacknkings,Facebook,2026/6/15,Y,"Que serait la passion de l'été sans son âme sœur rafraîchissante ? Regardez notre mascotte, le petit dragon, faire une entrée éclatante avec la glace aux fruits 3D JacknKings ! #jacknkings #glace #ete #crèmeglacée",367,198,5,3,0,0,0,0,889,5
META_JNK_FB_2026-06-15_53,Jacknkings,Facebook,2026/6/15,N,Quel bonheur de se retrouver ici avec vous tous pour partager cette grande fête mondiale ! #crèmeglacée #glace #jacknkings #jackandkings,475,209,8,5,0,0,0,0,519,2
META_JNK_FB_2026-06-13_54,Jacknkings,Facebook,2026/6/13,Y,On dirait un vrai fruit... mais c'est une glace 🍓👀 Les glaces Jack and King's sont de retour pour l'été ! Tu goûterais laquelle ? #jackandkings #glacebay #icecream #foodtokfrance #été2026,582,255,10,7,0,1,0,0,892,4
META_JNK_FB_2026-06-08_55,Jacknkings,Facebook,2026/6/8,Y,La glace de Jacknkings!!!#glace #foodlover #fruits #ete,500,169,13,8,0,0,1,0,636,4
META_JNK_FB_2026-06-06_56,Jacknkings,Facebook,2026/6/6,Y,La glace en forme de fruit de chez jacknkings!#jackandkings #icecreamlovers #cuisinechinoise #yummy #foodlovers,498,215,9,6,0,0,0,0,882,4
META_JNK_FB_2026-06-03_57,Jacknkings,Facebook,2026/6/3,Y,note du public #jacknkings #glace #french,752,320,22,15,0,1,0,2,988,3
META_JNK_FB_2026-05-20_58,Jacknkings,Facebook,2026/5/20,Y,Applaudissez bien fort notre mvp arrive . . . #badbunny #glace #pilon #fruits #jackandkings,565,263,17,12,1,0,0,0,802,3
META_JNK_FB_2026-05-18_59,Jacknkings,Facebook,2026/5/18,Y,Choisis un cœur = ta glace du jour 🛒🍦 . . . . . 1. 🥭 Glace à la mangue 2. 🍍 Glace à l'ananas 3. 🍑 Glace à la pêche 4. 🍇 Glace au raisin 5. 🍗 Poulet #jackandkings #icecreamlovers #❤❤ #glace #fruit,757,298,14,8,1,0,0,0,1817,6
META_JNK_FB_2026-05-15_60,Jacknkings,Facebook,2026/5/15,Y,Glace en bac aux fruits JacknKings #glace #fruit #jackandkings #foodlovers,463,224,13,9,0,0,0,0,973,4
META_JNK_FB_2026-05-14_61,Jacknkings,Facebook,2026/5/14,Y,"Glace en forme de cuisse de poulet 🤤 Surprise à chaque bouchée, original et gourmand !#jackandkings #yummy #glace #foodlovers",537,300,10,5,1,0,0,0,1556,5
META_JNK_FB_2026-05-08_62,Jacknkings,Facebook,2026/5/8,Y,La glace cuisse de poulet de Jack & Kings #france #glace #jackandkings #cuissedepoulet #cuisse,733,335,22,13,1,4,0,0,1351,4
META_JNK_FB_2026-04-30_63,Jacknkings,Facebook,2026/4/30,Y,Glace au citron？#icecream #lemon #glace #citron,669,338,11,8,0,0,0,0,1355,4
META_JNK_FB_2026-04-25_64,Jacknkings,Facebook,2026/4/25,Y,"Trop Fun, Trop Citron ! 😄🍦 Des rires, du fun et une touche de citron 🍋✨ Deux petits gourmands qui s’amusent avec la glace saveur citron de Jack & King’s 😍❄️ Entre fraîcheur acidulée et moments de joie, chaque bouchée devient un vrai jeu 😋 Attention… bonne humeur garantie ! 😄🍦 #JackAndKings #LemonIceCream #FunMoments #IceCreamTime #SweetFun #FrozenTreat #HappyVibes #SummerFun #Yummy #Smile 🍋🍦😄",274,267,0,0,0,0,0,0,1085,4
META_JNK_FB_2026-04-22_65,Jacknkings,Facebook,2026/4/22,Y,"4 Saveurs. 1 Seule Obsession. 🍦🔥 Pêche douce 🍑 Mangue intense 🥭 Fraise gourmande 🍓 Raisin rafraîchissant 🍇 Quatre vibes, quatre sensations… mais un seul verdict 😏❄️ Avec Jack & King’s, chaque bouchée est une surprise, chaque saveur une tentation 😋🔥 👉 Le vrai défi ? S’arrêter après la première… #JackAndKings #FlavorAddiction #FruitIceCream #PeachMangoStrawberryGrape #IceCreamLovers #FrozenTreat #SweetExplosion #TasteTheFun #SummerVibes #Yummy 🍦🔥🍓🥭🍑🍇",187,154,2,2,0,0,0,0,626,4
META_JNK_FB_2026-04-20_66,Jacknkings,Facebook,2026/4/20,Y,"Trois Saveurs. Zéro Contrôle. 💥🍦 Ça commence par une mangue 🥭… ça enchaîne avec une pêche 🍑… et ça finit en explosion citronnée 🍋💣 Avec Jack & King’s, chaque saveur joue sa propre règle 😏❄️ Tropicale, douce ou acidulée… ton cerveau hésite, mais ton palais a déjà choisi 😋🔥 ⚠️ Effet secondaire : impossible de s’arrêter à une seule… #JackAndKings #FlavorExplosion #MangoPeachLemon #IceCreamAddict #FrozenMadness #TasteTheVibe #SweetVsSour #IceCreamLovers #ViralFood #Yummy 🍦💥🍋🥭🍑",8,5,0,0,0,0,0,0,21,4
META_JNK_FB_2026-04-17_67,Jacknkings,Facebook,2026/4/17,Y,"Des Fruits… Qui Se Mangent Glacés 🍦🔥 Et si les fruits devenaient encore plus fun ? 😍 Mangue 🥭 • Pêche 🍑 • Fraise 🍓 • Ananas 🍍 • Banane 🍌 • Citron 🍋 Toute la fraîcheur des fruits… version glacée avec Jack & King’s ❄️✨ Colorés, gourmands et ultra rafraîchissants — ces ice creams ne se regardent pas… ils se dévorent 😋🔥 Un seul regard suffit pour craquer… alors imagine la première bouchée 👀🍦 #JackAndKings #FruitIceCream #FrozenFruits #Mango #Peach #Strawberry #Pineapple #Banana #Lemon #IceCreamLovers #FreshAndFun #SummerVibes #Yummy 🍦🍓🍍",84,79,1,1,0,0,0,0,364,5
META_JNK_FB_2026-04-15_68,Jacknkings,Facebook,2026/4/15,Y,"Ce N'est Pas Ce Que Tu Crois… 👀🍦 À première vue : une cuisse de poulet 🤔🍗 Mais dès la première bouchée… surprise totale 😍❄️ Avec Jack & King’s, découvre une glace qui joue avec tes sens : look inattendu + goût ultra gourmand = combo parfait 🔥 Un dessert qui attire les regards… et fait fondre tout le monde 😋✨ #JackAndKings #ChickenIceCream #FoodSurprise #IceCreamFun #UnexpectedDessert #ViralFood #FrozenTreat #DessertLovers #TrySomethingNew #Yummy 🍗🍦🔥",83,80,1,1,0,0,0,0,21,4
